dialogue,글자수
"뉴스 보니까, 이번에 챗GPT가 엄청 화제더라.
응, 나도 써봤는데 진짜 똑똑해.
사람이랑 대화하는 것처럼 자연스럽더라.
맞아, 질문하면 다 대답해주고.
근데 좀 무섭지 않아?
아니, 오히려 신기하고 재밌어.
나도 한번 써봐야겠다.
응, 꼭 써봐! 완전 신세계야.",147
"뉴스 보니까, 이번에 인공지능이 작곡한 노래가 나왔대.
와, AI가 작곡까지 해?
응, 심지어 감성적이기까지 하대.
그럼 작곡가 직업도 없어지는 건가?
아니, 오히려 AI를 활용해서 더 좋은 곡을 만들 수 있겠지.
그럴 수도 있겠다. 진짜 신기하다.
응, 기술 발전이 너무 빨라.",156
"뉴스 보니까, 이번에 드론이 택배 배달 시작했다더라.
와, 진짜? 드론이 택배를 배달해?
응! 근데 아직은 시범 운영 단계래.
그래도 드론이 배달해주면 진짜 편하겠다.
맞아, 특히 산골 마을 같은 곳.
근데 드론이 택배 떨어뜨리면 어떡해?
그럴 일 없게 기술을 잘 만들었겠지.
그렇겠지? 진짜 신기하다.",169
"뉴스 보니까, 이번에 스마트폰으로 집안 가전제품 다 켤 수 있다더라.
응, 나도 그 기능 사용하고 있어.
와, 진짜 편하겠다!
맞아. 밖에 있다가도 에어컨 켤 수 있고.
퇴근하기 전에 미리 에어컨 켜놓으면 좋겠다.
응, 진짜 유용해.
나도 스마트 홈 시스템 만들어야겠다.
응, 꼭 해봐.",160
"뉴스 보니까, 이번에 한글이 해외에서 엄청 인기 많대.
응, 나도 봤어! 한글을 배우려는 외국인들이 많아졌대.
와, 진짜 자랑스럽다.
맞아, 한글의 과학적인 우수성을 알아봐줘서 기분 좋아.
한국 드라마나 K-POP 영향이 큰 것 같아.
응, 한국 문화가 전 세계로 퍼져나가는 것 같아.
뿌듯하다.",165
"뉴스 보니까, 이번에 로봇이 서빙하는 식당이 생겼대.
오, 진짜? 로봇이 서빙을?
응, 사람 대신 로봇이 서빙하고, 음식도 가져다줘.
와, 신기하다!
근데 로봇이 넘어지면 어떡해?
넘어지지 않게 기술을 잘 만들었겠지.
그래도 좀 무서울 것 같아.
아니야! 오히려 재밌을 것 같아.",156
"뉴스 보니까, 이번에 3D 프린터로 집을 짓는 기술이 개발됐다더라.
와, 진짜? 그럼 집 짓는 시간도 엄청 줄어들겠네?
응, 비용도 절감되고.
그럼 집값도 좀 내려가려나?
그럴 가능성이 크겠지?
진짜 신기한 기술이다.
맞아, 기술 발전이 빨라.",136
"뉴스 보니까, 이번에 우주쓰레기 청소하는 위성이 나왔대.
오, 진짜? 우주에도 쓰레기가 있어?
응! 버려진 인공위성이나 로켓 부품 같은 거.
와, 그런 것도 청소해야 하는구나.
맞아, 우주 환경을 보호하는 것도 중요하니까.
좋은 기술인 것 같아.
응, 우리나라도 이런 기술 개발해야겠다.",160
"뉴스 보니까, 이번에 인공지능이 주식 투자한다더라.
오, 진짜? 그럼 우리도 AI한테 투자 맡기면 되겠다.
응, 근데 AI도 손해 볼 수도 있대.
그래도 AI가 사람보다 더 잘하겠지?
그럴 수도 있고, 아닐 수도 있고.
그래도 AI가 투자하는 건 신기하다.
응, 미래에는 AI가 못하는 게 없을 것 같아.",170
"뉴스 보니까, 이번에 '태양광 발전'이 주목받고 있대.
응, 환경에도 좋고, 전기세도 아낄 수 있으니까.
맞아, 우리 집도 태양광 설치할까?
좋은 생각이다!
태양광 발전하면 전기차 충전도 할 수 있다던데.
응, 진짜 좋다.
우리도 태양광 발전으로 에너지 만들자.",146
"뉴스 보니까, 이번에 3D 프린터로 인공 장기 만든다더라.
와, 진짜? 그럼 장기이식 필요한 사람들한테 좋을 것 같다.
응, 이식 거부 반응도 없애고.
진짜 대단한 기술이다.
맞아, 과학 기술 발전이 사람들에게 도움을 주네.
응, 좋은 일인 것 같아.",140
"뉴스 보니까, 이번에 로봇이 반려견 산책시켜준다더라.
와, 진짜? 우리 강아지도 로봇이랑 산책시키고 싶다.
응, 근데 아직은 좀 불안하대.
왜?
로봇이 길 잃어버리면 어떡해?
아, 그럴 수도 있겠다.
그래도 언젠가는 로봇이 산책시켜줄 날이 오겠지?
응, 기다려보자.",148
"이번에 새로 발표된 청년 주거 정책 봤어?
응, 봤어. 청년들에게 도움이 될 것 같아.
맞아, 집 구하는 게 너무 힘들었잖아.
월세 지원도 해준다더라.
좋은 정책인 것 같아.
응, 청년들이 좀 더 안정적으로 살 수 있겠지.
맞아, 나라가 청년들을 챙겨주는 것 같아서 기분 좋아.
나도 그렇게 생각해.
빨리 신청해야겠다.
응, 우리 모두 혜택 받자.",194
"뉴스에서 보니까 이번에 선거 투표율이 역대 최고래.
와, 진짜? 그만큼 사람들이 정치에 관심이 많아졌다는 거겠지.
맞아, 젊은 층 투표율도 엄청 높았대.
좋은 현상인 것 같아.
응, 우리 목소리를 내야 세상이 바뀌니까.
투표는 중요한 권리인 것 같아.
나도 그렇게 생각해. 우리도 투표했잖아.
응, 우리의 소중한 한 표가 좋은 결과로 이어졌으면 좋겠다.
맞아, 다음에도 꼭 투표하자.",214
"뉴스에서 보니까 이번에 장애인 이동권 보장 정책이 발표됐더라.
응, 봤어. 너무 잘된 것 같아.
맞아, 장애인들도 비장애인들처럼 자유롭게 이동할 수 있어야지.
휠체어 이용자를 위한 저상버스 도입도 확대된대.
좋은 변화인 것 같아.
응, 우리 사회가 더불어 살아가는 사회로 바뀌는 것 같아서 기분 좋아.
맞아, 약자들을 배려하는 정책이 더 많이 생겼으면 좋겠다.
나도 그렇게 생각해. 응원해야지.",220
"뉴스에서 보니까 이번에 출산율 장려 정책이 발표됐더라.
응, 봤어. 육아휴직 기간도 늘려준대.
와, 좋은 정책인 것 같아.
맞아, 아이 낳는 부담을 좀 덜어줄 수 있겠지.
응, 아이 키우기 좋은 환경이 되면 좋겠다.
맞아. 나라가 아이 키우는 걸 도와주는 것 같아서 안심돼.
나도 그렇게 생각해.
우리도 나중에 도움받을 수 있겠지?
응, 좋은 제도인 것 같아.",201
"뉴스에서 보니까 이번에 탄소 중립 정책을 발표했더라.
응, 봤어. 지구를 지키는 좋은 정책인 것 같아.
맞아, 기후 변화가 심각하잖아.
전기차 보급도 확대하고, 신재생에너지도 늘린대.
좋은 변화인 것 같아.
응, 우리 후손들에게 깨끗한 지구를 물려줄 수 있겠지.
맞아. 나도 플라스틱 사용을 줄여야겠다.
응, 우리 모두 함께 노력하자.",187
"뉴스에서 보니까 이번에 유기견 보호 정책이 강화됐다더라.
응, 봤어. 동물 복지를 위한 좋은 정책인 것 같아.
맞아, 유기견 문제가 심각했잖아.
동물 등록제도 의무화된대.
좋은 제도인 것 같아.
응, 동물들이 더 안전하게 지낼 수 있겠지.
맞아, 동물 보호에 대한 인식이 높아지는 것 같아서 기분 좋아.
나도 그렇게 생각해. 우리 강아지도 등록해야겠다.",197
"뉴스에서 보니까 이번에 노인 복지 정책이 발표됐더라.
응, 봤어. 경로당 지원도 늘려준대.
와, 좋은 정책인 것 같아.
맞아, 어르신들이 더 편안하게 노후를 보낼 수 있겠지.
응, 우리 할머니도 좋아하실 것 같아.
맞아. 나라가 어르신들을 챙겨주는 것 같아서 뿌듯해.
나도 그렇게 생각해.
더불어 살아가는 사회가 되면 좋겠다.
응, 좋은 세상.",192
"뉴스에서 보니까 이번에 소상공인 지원 정책이 발표됐더라.
응, 봤어. 코로나 때문에 다들 힘들었잖아.
맞아, 대출금리도 낮춰주고, 임대료도 지원해준대.
좋은 정책인 것 같아.
응, 소상공인들이 다시 일어설 수 있는 힘이 될 거야.
맞아, 우리 동네 가게들도 다 잘 됐으면 좋겠다.
나도 그렇게 생각해.
응원해야지.
응, 파이팅!",183
"뉴스에서 보니까 이번에 교육 정책이 바뀌었다더라.
응, 봤어. 인공지능 교육도 의무화된대.
와, 좋은 정책인 것 같아.
맞아, 미래 시대에 필요한 인재를 키울 수 있겠지.
응, 우리 조카도 좋아하겠다.
맞아. 학생들도 더 흥미롭게 공부할 수 있을 거야.
좋은 변화인 것 같아.
응, 우리나라 교육이 더 발전했으면 좋겠다.
나도 그렇게 생각해.",191
"뉴스에서 보니까 이번에 여성 인권 보호 정책이 강화됐더라.
응, 봤어. 성범죄 처벌도 더 강해진대.
좋은 정책인 것 같아.
맞아, 여성들이 더 안전하게 살 수 있겠지.
응, 우리 사회가 더 평등해지면 좋겠다.
맞아. 성차별이 없는 세상이 오면 좋겠어.
나도 그렇게 생각해.
응원해야지.
응, 함께 노력하자.",171
"뉴스에서 보니까 이번에 문화예술 지원 정책이 발표됐더라.
응, 봤어. 예술가들에게 창작 지원금을 준대.
와, 좋은 정책인 것 같아.
맞아, 예술가들이 더 좋은 작품을 만들 수 있겠지.
응, 우리 문화가 더 풍성해지면 좋겠다.
맞아. 나도 예술 작품 보러 다녀야겠다.
응, 좋은 생각인 것 같아.
우리도 문화생활 즐기자.
응, 좋아!",185
"뉴스에서 보니까 이번에 과학 기술 발전 정책이 발표됐더라.
응, 봤어. R&D 예산도 늘려준대.
와, 좋은 정책인 것 같아.
맞아, 우리나라가 더 발전할 수 있겠지.
응, 미래에는 우리나라가 과학 강국이 되면 좋겠다.
맞아. 나도 과학에 더 관심 가져야겠다.
응, 우리 함께 응원하자.
나도!",163
"뉴스에서 보니까 이번에 공공기관 채용 비리가 근절됐대.
응, 봤어. 정말 다행인 것 같아.
맞아, 이제 공정한 경쟁이 가능해지겠지.
응, 능력 있는 사람들이 좋은 자리에 갈 수 있겠지.
맞아. 진짜 잘된 일인 것 같아.
나도 그렇게 생각해.
공정한 사회가 되면 좋겠다.
응, 정의로운 사회.",162
"뉴스에서 보니까 이번에 농어촌 지원 정책이 발표됐더라.
응, 봤어. 농부들에게 보조금도 준대.
와, 좋은 정책인 것 같아.
맞아, 농어촌이 더 활성화되겠지.
응, 귀농 귀촌하는 사람들도 많아지겠다.
맞아. 자연 속에서 사는 것도 좋을 것 같아.
나도 그렇게 생각해.
우리도 나중에 귀농할까?
음, 생각해 볼게!",173
"뉴스에서 보니까 이번에 스포츠 지원 정책이 발표됐더라.
응, 봤어. 엘리트 선수들에게 훈련비도 지원해준대.
와, 좋은 정책인 것 같아.
맞아, 우리나라 스포츠가 더 발전할 수 있겠지.
응, 올림픽에서 더 많은 메달을 딸 수 있겠다.
맞아. 선수들이 더 좋은 환경에서 운동할 수 있으면 좋겠다.
나도 그렇게 생각해.
우리도 운동 열심히 하자.
응, 건강하게!",199
"뉴스에서 보니까 이번에 층간 소음 규제 정책이 강화됐다더라.
응, 봤어. 이웃 간의 갈등이 줄어들겠지.
맞아, 층간 소음 때문에 힘들었잖아.
응, 이제 좀 조용해지겠다.
좋은 정책인 것 같아.
응, 이웃과 사이좋게 지내면 좋겠다.
맞아, 서로 배려하면서.
나도 그렇게 생각해.
응, 우리 모두 노력하자.",169
"뉴스에서 보니까 이번에 의료비 지원 정책이 확대됐다더라.
응, 봤어. 병원비 부담이 줄어들겠지.
맞아, 아픈 사람들이 걱정 없이 치료받을 수 있겠다.
응, 좋은 변화인 것 같아.
맞아. 나이 드신 분들께도 도움이 될 거야.
나도 그렇게 생각해.
건강한 사회가 되면 좋겠다.
응, 우리 모두 건강하자.",167
"뉴스에서 보니까 이번에 저출산 문제 해결을 위한 정책이 발표됐더라.
응, 봤어. 아이를 키우는 가정에 지원금을 준대.
와, 좋은 정책인 것 같아.
맞아, 아이를 낳고 싶어도 경제적인 부담 때문에 망설이는 사람들이 많았잖아.
응, 아이 키우기 좋은 환경이 되면 좋겠다.
맞아. 나라가 국민들을 생각하는 것 같아서 기분 좋아.
나도 그렇게 생각해.
우리도 좋은 영향받을 수 있겠지?
응, 희망적인 것 같아.",225
"뉴스에서 보니까 이번에 학교 폭력 근절 정책이 발표됐더라.
응, 봤어. 가해 학생 처벌이 더 강해진대.
좋은 정책인 것 같아.
맞아, 학생들이 더 안전한 학교 생활을 할 수 있겠지.
응, 학교 폭력이 없는 세상이 오면 좋겠다.
맞아, 아이들이 웃으면서 학교 다녔으면 좋겠어.
나도 그렇게 생각해.
우리 모두 함께 노력하자.
응, 파이팅!",188
"뉴스에서 보니까 이번에 공공 와이파이 확대 정책이 발표됐더라.
응, 봤어. 길거리에서도 무료로 와이파이 쓸 수 있대.
와, 진짜 편하겠다!
맞아. 데이터 걱정 없이 인터넷 할 수 있겠지.
좋은 정책인 것 같아.
응, 국민들의 편의를 위한 정책이 많아지면 좋겠다.
맞아. 디지털 격차도 줄어들고.
나도 그렇게 생각해.
응, 우리 모두 혜택 받자.",192
"뉴스에서 보니까 이번에 병역 제도가 개선됐다더라.
응, 봤어. 병사들 월급도 인상된대.
와, 좋은 정책인 것 같아.
맞아, 군인들이 더 좋은 환경에서 복무할 수 있겠지.
응, 군인들도 국민을 지키는 중요한 역할을 하니까.
맞아, 그만큼 대우를 해줘야지.
나도 그렇게 생각해.
우리 동생도 좋아하겠다.
응, 좋은 변화인 것 같아.",183
"뉴스에서 보니까 이번에 청소년들의 정치 참여를 독려하는 정책이 발표됐더라.
응, 봤어. 투표 연령도 낮아진대.
와, 좋은 정책인 것 같아.
맞아, 젊은 세대의 목소리가 정치에 반영되면 좋겠지.
응, 우리 사회가 더 젊어지는 것 같아.
맞아. 청소년들이 더 큰 꿈을 꿀 수 있겠지.
나도 그렇게 생각해.
좋은 변화인 것 같아.
응, 희망적이야.",191
"뉴스에서 보니까 이번에 재활용 활성화 정책이 발표됐더라.
응, 봤어. 분리수거도 더 쉽게 할 수 있게 바뀐대.
좋은 정책인 것 같아.
맞아, 환경 보호에도 도움이 되겠지.
응, 우리도 분리수거 더 잘해야겠다.
맞아, 작은 실천이 모여서 큰 변화를 만들 수 있으니까.
나도 그렇게 생각해.
우리 모두 환경을 생각하자.
응, 파이팅!",184
"뉴스에서 보니까 이번에 공공 의료 시스템이 강화됐다더라.
응, 봤어. 공공 병원도 더 많이 짓는대.
와, 좋은 정책인 것 같아.
맞아, 누구나 부담 없이 의료 혜택을 받을 수 있겠지.
응, 우리 사회가 더 건강해지면 좋겠다.
맞아. 의료 복지가 잘 되면 좋겠어.
나도 그렇게 생각해.
응, 좋은 세상.",168
"뉴스 보니까, 이번에 해외 입국 절차가 간소화됐다더라.
응, 봤어. 이제 해외여행 가기 더 편해지겠다.
맞아, 예전에는 절차가 너무 복잡했잖아.
응, 여행객들도 더 많아지겠다.
좋은 변화인 것 같아.
응, 관광 산업도 활성화되고.
맞아. 나도 해외여행 가고 싶다.
응, 우리도 조만간 가자!",162
"요즘 주식 시장 뉴스 봤어? 코스피가 좀 올랐더라.
응, 봤어! 내 계좌도 좀 빨개졌던데?
와, 다행이다! 나도 좀 투자해볼까 싶어.
지금은 좀 애매할 수도 있어. 변동성이 크거든.
그렇구나. 그래도 뭔가 해야 할 것 같아서.
소액으로 시작해서 감을 익히는 게 좋을 거야.
좋은 조언 고마워!
천만에. 우리 같이 부자 되자!",181
"뉴스 보니까 기준금리가 또 올랐더라.
맞아, 대출 이자가 더 오르겠네.
응, 그래서 요즘 소비를 좀 줄여야 하나 싶어.
그래도 물가가 너무 오르니까 쉽지 않지.
맞아, 외식비도 너무 많이 올랐어.
월급만 빼고 다 오르는 것 같아.
푸념하지 말고, 그래도 힘내자!
응, 우리 모두 힘내자.",160
"요즘 비트코인 다시 뜨겁던데, 투자해봤어?
아니, 난 아직 코인은 좀 무서워서.
그래도 많이 오른다고 하니까 솔깃하긴 하더라.
맞아, 주변에 코인으로 돈 번 사람들도 꽤 있더라고.
근데 갑자기 떨어질 수도 있으니까 조심해야겠지?
응, 변동성이 너무 커서 난 좀 지켜보려고.
역시 안정적인 투자가 최고인 것 같아.
나도 그렇게 생각해.",186
"뉴스에서 보니까 이번에 최저임금이 올랐더라.
응, 잘된 것 같아.
맞아, 알바하는 친구들한테는 희소식이지.
근데 소상공인들은 좀 힘들 수도 있겠더라.
그렇겠지? 그래도 다 같이 잘 살아야 하니까.
맞아. 경제가 활성화되면 좋겠다.
응, 모두에게 좋은 방향으로 흘러가면 좋겠어.
나도 그렇게 생각해.",166
"요즘 부동산 시장이 다시 살아나는 것 같지 않아?
응, 뉴스에서 보니까 매매량이 늘었다더라.
그래도 아직 집값은 너무 비싼 것 같아.
맞아, 언제쯤 내 집 마련할 수 있을까?
희망을 잃지 말고 열심히 벌자!
응, 언젠가는 우리도 내 집 마련할 수 있겠지.
그럼! 좋은 일이 있을 거야.
파이팅!",164
